A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html. 
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2013-01-12 15:00,2013,1,12,15,845,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-12 16:00,2013,1,12,16,810,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-12 17:00,2013,1,12,17,776,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-12 18:00,2013,1,12,18,824,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-12 19:00,2013,1,12,19,886,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-12 20:00,2013,1,12,20,852,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-12 21:00,2013,1,12,21,858,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-12 22:00,2013,1,12,22,805,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-12 23:00,2013,1,12,23,744,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 00:00,2013,1,13,0,731,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 01:00,2013,1,13,1,722,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 02:00,2013,1,13,2,684,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 03:00,2013,1,13,3,651,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 04:00,2013,1,13,4,673,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 05:00,2013,1,13,5,584,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 06:00,2013,1,13,6,475,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 07:00,2013,1,13,7,341,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 08:00,2013,1,13,8,288,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 09:00,2013,1,13,9,266,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 10:00,2013,1,13,10,236,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 11:00,2013,1,13,11,295,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 12:00,2013,1,13,12,419,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 13:00,2013,1,13,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2013-01-13 14:00,2013,1,13,14,323,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 15:00,2013,1,13,15,326,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 16:00,2013,1,13,16,325,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 17:00,2013,1,13,17,334,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 18:00,2013,1,13,18,343,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 19:00,2013,1,13,19,333,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 20:00,2013,1,13,20,311,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 21:00,2013,1,13,21,304,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 22:00,2013,1,13,22,301,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-13 23:00,2013,1,13,23,309,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 00:00,2013,1,14,0,298,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 01:00,2013,1,14,1,362,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 02:00,2013,1,14,2,523,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 03:00,2013,1,14,3,468,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 04:00,2013,1,14,4,447,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 05:00,2013,1,14,5,328,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 06:00,2013,1,14,6,308,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 07:00,2013,1,14,7,358,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 08:00,2013,1,14,8,296,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 09:00,2013,1,14,9,257,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 10:00,2013,1,14,10,291,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 11:00,2013,1,14,11,335,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 12:00,2013,1,14,12,345,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 13:00,2013,1,14,13,307,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 14:00,2013,1,14,14,271,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 15:00,2013,1,14,15,267,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 16:00,2013,1,14,16,277,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 17:00,2013,1,14,17,278,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 18:00,2013,1,14,18,285,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 19:00,2013,1,14,19,282,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 20:00,2013,1,14,20,217,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 21:00,2013,1,14,21,169,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 22:00,2013,1,14,22,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-14 23:00,2013,1,14,23,151,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 00:00,2013,1,15,0,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 01:00,2013,1,15,1,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 02:00,2013,1,15,2,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 03:00,2013,1,15,3,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 04:00,2013,1,15,4,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 05:00,2013,1,15,5,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 06:00,2013,1,15,6,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 07:00,2013,1,15,7,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 08:00,2013,1,15,8,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 09:00,2013,1,15,9,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 10:00,2013,1,15,10,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 11:00,2013,1,15,11,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 12:00,2013,1,15,12,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 13:00,2013,1,15,13,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 14:00,2013,1,15,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2013-01-15 15:00,2013,1,15,15,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 16:00,2013,1,15,16,134,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 17:00,2013,1,15,17,155,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 18:00,2013,1,15,18,166,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 19:00,2013,1,15,19,183,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 20:00,2013,1,15,20,181,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 21:00,2013,1,15,21,201,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 22:00,2013,1,15,22,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-15 23:00,2013,1,15,23,177,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 00:00,2013,1,16,0,189,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 01:00,2013,1,16,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2013-01-16 02:00,2013,1,16,2,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 03:00,2013,1,16,3,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 04:00,2013,1,16,4,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 05:00,2013,1,16,5,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 06:00,2013,1,16,6,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 07:00,2013,1,16,7,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 08:00,2013,1,16,8,245,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 09:00,2013,1,16,9,269,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 10:00,2013,1,16,10,240,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 11:00,2013,1,16,11,194,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 12:00,2013,1,16,12,169,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 13:00,2013,1,16,13,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 14:00,2013,1,16,14,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 15:00,2013,1,16,15,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 16:00,2013,1,16,16,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 17:00,2013,1,16,17,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 18:00,2013,1,16,18,219,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 19:00,2013,1,16,19,193,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 20:00,2013,1,16,20,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 21:00,2013,1,16,21,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 22:00,2013,1,16,22,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-16 23:00,2013,1,16,23,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 00:00,2013,1,17,0,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 01:00,2013,1,17,1,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 02:00,2013,1,17,2,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 03:00,2013,1,17,3,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 04:00,2013,1,17,4,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 05:00,2013,1,17,5,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 06:00,2013,1,17,6,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 07:00,2013,1,17,7,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 08:00,2013,1,17,8,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 09:00,2013,1,17,9,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 10:00,2013,1,17,10,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 11:00,2013,1,17,11,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 12:00,2013,1,17,12,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 13:00,2013,1,17,13,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 14:00,2013,1,17,14,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 15:00,2013,1,17,15,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 16:00,2013,1,17,16,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 17:00,2013,1,17,17,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 18:00,2013,1,17,18,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 19:00,2013,1,17,19,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 20:00,2013,1,17,20,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 21:00,2013,1,17,21,208,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 22:00,2013,1,17,22,226,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-17 23:00,2013,1,17,23,285,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 00:00,2013,1,18,0,283,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 01:00,2013,1,18,1,214,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 02:00,2013,1,18,2,193,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 03:00,2013,1,18,3,231,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 04:00,2013,1,18,4,213,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 05:00,2013,1,18,5,180,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 06:00,2013,1,18,6,149,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 07:00,2013,1,18,7,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 08:00,2013,1,18,8,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 09:00,2013,1,18,9,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 10:00,2013,1,18,10,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 11:00,2013,1,18,11,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 12:00,2013,1,18,12,138,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 13:00,2013,1,18,13,138,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 14:00,2013,1,18,14,176,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 15:00,2013,1,18,15,450,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 16:00,2013,1,18,16,372,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 17:00,2013,1,18,17,358,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 18:00,2013,1,18,18,448,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 19:00,2013,1,18,19,485,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 20:00,2013,1,18,20,557,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 21:00,2013,1,18,21,573,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 22:00,2013,1,18,22,603,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-18 23:00,2013,1,18,23,412,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 00:00,2013,1,19,0,300,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 01:00,2013,1,19,1,312,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 02:00,2013,1,19,2,253,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 03:00,2013,1,19,3,285,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 04:00,2013,1,19,4,277,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 05:00,2013,1,19,5,236,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 06:00,2013,1,19,6,157,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 07:00,2013,1,19,7,237,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 08:00,2013,1,19,8,290,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 09:00,2013,1,19,9,371,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 10:00,2013,1,19,10,353,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 11:00,2013,1,19,11,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 12:00,2013,1,19,12,201,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 13:00,2013,1,19,13,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 14:00,2013,1,19,14,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 15:00,2013,1,19,15,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 16:00,2013,1,19,16,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 17:00,2013,1,19,17,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 18:00,2013,1,19,18,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 19:00,2013,1,19,19,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 20:00,2013,1,19,20,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 21:00,2013,1,19,21,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 22:00,2013,1,19,22,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-19 23:00,2013,1,19,23,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 00:00,2013,1,20,0,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 01:00,2013,1,20,1,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 02:00,2013,1,20,2,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 03:00,2013,1,20,3,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 04:00,2013,1,20,4,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 05:00,2013,1,20,5,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 06:00,2013,1,20,6,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 07:00,2013,1,20,7,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 08:00,2013,1,20,8,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 09:00,2013,1,20,9,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 10:00,2013,1,20,10,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 11:00,2013,1,20,11,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 12:00,2013,1,20,12,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 13:00,2013,1,20,13,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 14:00,2013,1,20,14,114,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 15:00,2013,1,20,15,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 16:00,2013,1,20,16,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 17:00,2013,1,20,17,142,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 18:00,2013,1,20,18,150,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 19:00,2013,1,20,19,138,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 20:00,2013,1,20,20,156,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 21:00,2013,1,20,21,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 22:00,2013,1,20,22,169,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-20 23:00,2013,1,20,23,161,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 00:00,2013,1,21,0,160,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 01:00,2013,1,21,1,156,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 02:00,2013,1,21,2,198,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 03:00,2013,1,21,3,188,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 04:00,2013,1,21,4,176,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 05:00,2013,1,21,5,187,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 06:00,2013,1,21,6,154,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 07:00,2013,1,21,7,179,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 08:00,2013,1,21,8,198,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 09:00,2013,1,21,9,159,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 10:00,2013,1,21,10,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 11:00,2013,1,21,11,156,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 12:00,2013,1,21,12,144,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 13:00,2013,1,21,13,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 14:00,2013,1,21,14,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 15:00,2013,1,21,15,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 16:00,2013,1,21,16,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 17:00,2013,1,21,17,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 18:00,2013,1,21,18,114,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 19:00,2013,1,21,19,184,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 20:00,2013,1,21,20,162,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 21:00,2013,1,21,21,179,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 22:00,2013,1,21,22,131,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-21 23:00,2013,1,21,23,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 00:00,2013,1,22,0,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 01:00,2013,1,22,1,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 02:00,2013,1,22,2,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 03:00,2013,1,22,3,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 04:00,2013,1,22,4,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 05:00,2013,1,22,5,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 06:00,2013,1,22,6,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 07:00,2013,1,22,7,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 08:00,2013,1,22,8,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 09:00,2013,1,22,9,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 10:00,2013,1,22,10,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 11:00,2013,1,22,11,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 12:00,2013,1,22,12,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 13:00,2013,1,22,13,127,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 14:00,2013,1,22,14,326,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 15:00,2013,1,22,15,382,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 16:00,2013,1,22,16,352,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 17:00,2013,1,22,17,366,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 18:00,2013,1,22,18,396,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 19:00,2013,1,22,19,398,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 20:00,2013,1,22,20,374,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 21:00,2013,1,22,21,412,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 22:00,2013,1,22,22,437,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-22 23:00,2013,1,22,23,453,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 00:00,2013,1,23,0,439,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 01:00,2013,1,23,1,439,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 02:00,2013,1,23,2,437,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 03:00,2013,1,23,3,411,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 04:00,2013,1,23,4,424,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 05:00,2013,1,23,5,417,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 06:00,2013,1,23,6,422,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 07:00,2013,1,23,7,394,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 08:00,2013,1,23,8,388,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 09:00,2013,1,23,9,401,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 10:00,2013,1,23,10,402,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 11:00,2013,1,23,11,396,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 12:00,2013,1,23,12,395,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 13:00,2013,1,23,13,392,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 14:00,2013,1,23,14,359,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 15:00,2013,1,23,15,301,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 16:00,2013,1,23,16,273,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 17:00,2013,1,23,17,297,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 18:00,2013,1,23,18,321,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 19:00,2013,1,23,19,336,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 20:00,2013,1,23,20,399,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 21:00,2013,1,23,21,378,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 22:00,2013,1,23,22,398,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-23 23:00,2013,1,23,23,255,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-24 00:00,2013,1,24,0,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-24 01:00,2013,1,24,1,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-24 02:00,2013,1,24,2,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-24 03:00,2013,1,24,3,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-24 04:00,2013,1,24,4,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-24 05:00,2013,1,24,5,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-24 06:00,2013,1,24,6,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-24 07:00,2013,1,24,7,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-01-24 08:00,2013,1,24,8,20,µg/m³,1 Hr,Valid
